Build arguments
	model_type                               -                                   custom
	input_shape                              -                              (32, 32, 3)
	noof_classes                             -                                       10
	weights                                  -                                     None
	freeze                                   -                                        0
	layers                                   -           ['conv2d', 'flatten', 'dense']
Compile arguments
	optimizer                                -                                     adam
	loss                                     -                 categorical_crossentropy
	run_eagerly                              -                                    False
	metrics_000                              -                     categorical_accuracy
	metrics_001                              -                                    top-5
	metrics_002                              -                                     mAUC
	metrics_003                              -                                     uAUC
Train arguments
	epochs                                   -                                      100
	batch                                    -                                        8
	call_time                                -                                     True
	call_stop                                -                                     True
	call_stop_kwargs-baseline                -                                      0.3
	call_stop_kwargs-monitor                 -                 val_categorical_accuracy
	call_stop_kwargs-patience                -                                        2
	call_stop_kwargs-min_delta               -                                    0.001
	call_stop_kwargs-restore_best            -                                     True
	call_checkpoint                          -                                    False
	call_checkpoint_kwargs-monitor           -                 val_categorical_accuracy
	call_checkpoint_kwargs-mode              -                                     auto
	call_checkpoint_kwargs-save_freq         -                                    epoch
	call_checkpoint_kwargs-save_weights_only -                                     True
	call_checkpoint_kwargs-save_best_only    -                                     True
	save_memory                              -                                     True
	save_final                               -                                     True
	validation_split                         -                                      0.2
	verbose                                  -                                        1
	dataset_size                             -                                    50000
CPU - local PC (IP: 180)
Evaluation: 
     epochs     --      loss     || cat_acc  ||   top5   ||    mAU    ||    uAU    || 
    Epoch 0     --      3.107813 ||   0.1480 ||   0.5855 ||  0.560716 ||  0.584589 || 
Training history: 
     epochs     --      loss     || cat_acc  ||   top5   ||    mAU    ||    uAU    ||    val_loss   || val_cat_acc || val_top5 ||  val_mAU  ||  val_uAU  ||     time     || 
   Epoch 000    --      2.303444 ||   0.1842 ||   0.5844 ||  0.602027 ||  0.603401 ||      2.302831 ||      0.0992 ||   0.4948 ||  0.500062 ||  0.496039 ||    18.222671 || 
   Epoch 001    --      2.303025 ||   0.1010 ||   0.4999 ||  0.497751 ||  0.500261 ||      2.302121 ||      0.1033 ||   0.5014 ||  0.500488 ||  0.500966 ||    15.958693 || 
   Epoch 002    --      2.303062 ||   0.1021 ||   0.5023 ||  0.499011 ||  0.501595 ||      2.303209 ||      0.1013 ||   0.4915 ||  0.501424 ||  0.498795 ||    15.156121 || 
   Epoch 003    --      2.302327 ||   0.0998 ||   0.4976 ||  0.496879 ||  0.498628 ||      2.301609 ||      0.1014 ||   0.4952 ||  0.501913 ||  0.496467 ||    15.573813 || 
   Epoch 004    --      2.301864 ||   0.0987 ||   0.4986 ||  0.496399 ||  0.498577 ||      2.300947 ||      0.1008 ||   0.4937 ||  0.502954 ||  0.498959 ||    15.185006 || 
   Epoch 005    --      2.301112 ||   0.1010 ||   0.4961 ||  0.498577 ||  0.500405 ||      2.299840 ||      0.0997 ||   0.4966 ||  0.502374 ||  0.497810 ||    15.436038 || 
   Epoch 006    --      2.299581 ||   0.1015 ||   0.5014 ||  0.498890 ||  0.501428 ||      2.304891 ||      0.1076 ||   0.5078 ||  0.508003 ||  0.508518 ||    15.322517 || 
   Epoch 007    --      2.300142 ||   0.1014 ||   0.4996 ||  0.498524 ||  0.501168 ||      2.298032 ||      0.1017 ||   0.4957 ||  0.503481 ||  0.500124 ||    15.859085 || 
   Epoch 008    --      2.298742 ||   0.1026 ||   0.5003 ||  0.500625 ||  0.503371 ||      2.299538 ||      0.1022 ||   0.5035 ||  0.504715 ||  0.502772 ||    15.001082 || 
   Epoch 009    --      2.298659 ||   0.1037 ||   0.5095 ||  0.504935 ||  0.506540 ||      2.300085 ||      0.1060 ||   0.5111 ||  0.505700 ||  0.508246 ||    15.226941 || 
