Build arguments
	model_type                               -                                   custom
	input_shape                              -                              (32, 32, 3)
	noof_classes                             -                                       10
	weights                                  -                                     None
	freeze                                   -                                        0
	layers                                   -           ['conv2d', 'flatten', 'dense']
Compile arguments
	optimizer                                -                                     adam
	loss                                     -                 categorical_crossentropy
	run_eagerly                              -                                    False
	metrics_000                              -                     categorical_accuracy
	metrics_001                              -                                    top-5
	metrics_002                              -                                     mAUC
	metrics_003                              -                                     uAUC
Train arguments
	epochs                                   -                                      100
	batch                                    -                                        8
	call_time                                -                                     True
	call_stop                                -                                     True
	call_stop_kwargs-baseline                -                                      0.3
	call_stop_kwargs-monitor                 -                 val_categorical_accuracy
	call_stop_kwargs-patience                -                                        2
	call_stop_kwargs-min_delta               -                                    0.001
	call_stop_kwargs-restore_best            -                                     True
	call_checkpoint                          -                                    False
	call_checkpoint_kwargs-monitor           -                 val_categorical_accuracy
	call_checkpoint_kwargs-mode              -                                     auto
	call_checkpoint_kwargs-save_freq         -                                    epoch
	call_checkpoint_kwargs-save_weights_only -                                     True
	call_checkpoint_kwargs-save_best_only    -                                     True
	save_memory                              -                                     True
	save_final                               -                                     True
	validation_split                         -                                      0.2
	verbose                                  -                                        1
	dataset_size                             -                                    50000
CPU - local PC (IP: 180)
Evaluation: 
     epochs     --      loss     || cat_acc  ||   top5   ||    mAU    ||    uAU    || 
    Epoch 0     --      2.685469 ||   0.1050 ||   0.5141 ||  0.508645 ||  0.510459 || 
Training history: 
     epochs     --      loss     || cat_acc  ||   top5   ||    mAU    ||    uAU    ||    val_loss   || val_cat_acc || val_top5 ||  val_mAU  ||  val_uAU  ||     time     || 
   Epoch 000    --      2.302146 ||   0.1860 ||   0.5870 ||  0.606726 ||  0.608010 ||      2.302805 ||      0.0996 ||   0.4948 ||  0.500306 ||  0.496099 ||    16.755501 || 
   Epoch 001    --      2.304220 ||   0.1019 ||   0.4997 ||  0.498551 ||  0.500825 ||      2.301697 ||      0.1013 ||   0.5083 ||  0.502029 ||  0.502717 ||    15.592275 || 
   Epoch 002    --      2.302218 ||   0.1023 ||   0.5017 ||  0.499293 ||  0.502146 ||      2.301609 ||      0.1011 ||   0.4908 ||  0.501501 ||  0.498416 ||    15.978917 || 
   Epoch 003    --      2.301937 ||   0.0998 ||   0.4969 ||  0.496855 ||  0.498500 ||      2.301747 ||      0.1018 ||   0.4942 ||  0.501155 ||  0.495995 ||    15.825085 || 
   Epoch 004    --      2.301410 ||   0.0974 ||   0.4992 ||  0.496564 ||  0.499077 ||      2.300243 ||      0.1006 ||   0.4932 ||  0.502670 ||  0.498558 ||    15.786312 || 
   Epoch 005    --      2.300386 ||   0.1008 ||   0.4967 ||  0.498499 ||  0.500419 ||      2.301166 ||      0.0995 ||   0.4966 ||  0.502009 ||  0.500128 ||    16.116427 || 
   Epoch 006    --      2.299781 ||   0.1001 ||   0.5013 ||  0.499236 ||  0.501876 ||      2.298203 ||      0.1050 ||   0.5028 ||  0.503161 ||  0.503051 ||    15.814477 || 
   Epoch 007    --      2.299622 ||   0.1023 ||   0.4983 ||  0.498183 ||  0.500935 ||      2.298048 ||      0.1017 ||   0.4962 ||  0.503871 ||  0.500877 ||    15.730398 || 
   Epoch 008    --      2.299142 ||   0.1009 ||   0.4992 ||  0.498873 ||  0.501582 ||      2.299183 ||      0.1013 ||   0.5027 ||  0.503076 ||  0.501487 ||    16.271544 || 
   Epoch 009    --      2.298163 ||   0.1038 ||   0.5084 ||  0.504357 ||  0.506032 ||      2.295915 ||      0.1051 ||   0.5056 ||  0.504809 ||  0.507151 ||    16.131945 || 
