Build arguments
	model_type                               -                                   custom
	input_shape                              -                              (32, 32, 3)
	noof_classes                             -                                       10
	weights                                  -                                     None
	freeze                                   -                                        0
	layers                                   -           ['conv2d', 'flatten', 'dense']
Compile arguments
	optimizer                                -                                     adam
	loss                                     -                 categorical_crossentropy
	run_eagerly                              -                                    False
	metrics_000                              -                     categorical_accuracy
	metrics_001                              -                                    top-5
	metrics_002                              -                                     mAUC
	metrics_003                              -                                     uAUC
Train arguments
	epochs                                   -                                      100
	batch                                    -                                        8
	call_time                                -                                     True
	call_stop                                -                                     True
	call_stop_kwargs-baseline                -                                      0.3
	call_stop_kwargs-monitor                 -                 val_categorical_accuracy
	call_stop_kwargs-patience                -                                        2
	call_stop_kwargs-min_delta               -                                    0.001
	call_stop_kwargs-restore_best            -                                     True
	call_checkpoint                          -                                    False
	call_checkpoint_kwargs-monitor           -                 val_categorical_accuracy
	call_checkpoint_kwargs-mode              -                                     auto
	call_checkpoint_kwargs-save_freq         -                                    epoch
	call_checkpoint_kwargs-save_weights_only -                                     True
	call_checkpoint_kwargs-save_best_only    -                                     True
	save_memory                              -                                     True
	save_final                               -                                     True
	validation_split                         -                                      0.2
	verbose                                  -                                        1
	dataset_size                             -                                    50000
CPU - local PC (IP: 180)
Evaluation: 
     epochs     --      loss     || cat_acc  ||   top5   ||    mAU    ||    uAU    || 
    Epoch 0     --      2.612838 ||   0.1505 ||   0.5973 ||  0.574214 ||  0.601714 || 
Training history: 
     epochs     --      loss     || cat_acc  ||   top5   ||    mAU    ||    uAU    ||    val_loss   || val_cat_acc || val_top5 ||  val_mAU  ||  val_uAU  ||     time     || 
   Epoch 000    --      2.303444 ||   0.1860 ||   0.5842 ||  0.603059 ||  0.604246 ||      2.302959 ||      0.0991 ||   0.4947 ||  0.500099 ||  0.495947 ||    29.858175 || 
   Epoch 001    --      2.303694 ||   0.1009 ||   0.5002 ||  0.497804 ||  0.500312 ||      2.302571 ||      0.1004 ||   0.5057 ||  0.500184 ||  0.500859 ||    29.358221 || 
   Epoch 002    --      2.303029 ||   0.1020 ||   0.5012 ||  0.498964 ||  0.501820 ||      2.302213 ||      0.1008 ||   0.4890 ||  0.500561 ||  0.496916 ||    29.342561 || 
   Epoch 003    --      2.303088 ||   0.0992 ||   0.4952 ||  0.496090 ||  0.497673 ||      2.301204 ||      0.1015 ||   0.4954 ||  0.502351 ||  0.496898 ||    29.530088 || 
   Epoch 004    --      2.302267 ||   0.0963 ||   0.4985 ||  0.496550 ||  0.498624 ||      2.301949 ||      0.0999 ||   0.4925 ||  0.501733 ||  0.497519 ||    29.623836 || 
   Epoch 005    --      2.301686 ||   0.1009 ||   0.4974 ||  0.498319 ||  0.499927 ||      2.302122 ||      0.0992 ||   0.4967 ||  0.501662 ||  0.498601 ||    29.936320 || 
   Epoch 006    --      2.301264 ||   0.0997 ||   0.5012 ||  0.497940 ||  0.500367 ||      2.300837 ||      0.1043 ||   0.5016 ||  0.501726 ||  0.501992 ||    29.501215 || 
   Epoch 007    --      2.301567 ||   0.1016 ||   0.4987 ||  0.497652 ||  0.500457 ||      2.328279 ||      0.1000 ||   0.5078 ||  0.514086 ||  0.507838 ||    29.951921 || 
   Epoch 008    --      2.300295 ||   0.1016 ||   0.4996 ||  0.498748 ||  0.501557 ||      2.300627 ||      0.1002 ||   0.5022 ||  0.502457 ||  0.500820 ||    29.561343 || 
   Epoch 009    --      2.300126 ||   0.1030 ||   0.5088 ||  0.503880 ||  0.505336 ||      2.297578 ||      0.1044 ||   0.5081 ||  0.504251 ||  0.507334 ||    29.623938 || 
