Build arguments
	model_type                               -                                   custom
	input_shape                              -                              (32, 32, 3)
	noof_classes                             -                                       10
	weights                                  -                                     None
	freeze                                   -                                        0
	layers                                   -           ['conv2d', 'flatten', 'dense']
Compile arguments
	optimizer                                -                                     adam
	loss                                     -                 categorical_crossentropy
	run_eagerly                              -                                    False
	metrics_000                              -                     categorical_accuracy
	metrics_001                              -                                    top-5
	metrics_002                              -                                     mAUC
	metrics_003                              -                                     uAUC
Train arguments
	epochs                                   -                                      100
	batch                                    -                                        8
	call_time                                -                                     True
	call_stop                                -                                     True
	call_stop_kwargs-baseline                -                                      0.3
	call_stop_kwargs-monitor                 -                 val_categorical_accuracy
	call_stop_kwargs-patience                -                                        2
	call_stop_kwargs-min_delta               -                                    0.001
	call_stop_kwargs-restore_best            -                                     True
	call_checkpoint                          -                                    False
	call_checkpoint_kwargs-monitor           -                 val_categorical_accuracy
	call_checkpoint_kwargs-mode              -                                     auto
	call_checkpoint_kwargs-save_freq         -                                    epoch
	call_checkpoint_kwargs-save_weights_only -                                     True
	call_checkpoint_kwargs-save_best_only    -                                     True
	save_memory                              -                                     True
	save_final                               -                                     True
	validation_split                         -                                      0.2
	verbose                                  -                                        1
	dataset_size                             -                                    50000
CPU - local PC (IP: 180)
Evaluation: 
     epochs     --      loss     || cat_acc  ||   top5   ||    mAU    ||    uAU    || 
    Epoch 0     --      3.254573 ||   0.1431 ||   0.5800 ||  0.560299 ||  0.584858 || 
Training history: 
     epochs     --      loss     || cat_acc  ||   top5   ||    mAU    ||    uAU    ||    val_loss   || val_cat_acc || val_top5 ||  val_mAU  ||  val_uAU  ||     time     || 
   Epoch 000    --      2.303741 ||   0.1863 ||   0.5842 ||  0.602039 ||  0.603398 ||      2.302898 ||      0.0995 ||   0.4947 ||  0.500465 ||  0.496187 ||    16.678422 || 
   Epoch 001    --      2.303486 ||   0.1011 ||   0.5002 ||  0.497654 ||  0.500170 ||      2.302060 ||      0.1008 ||   0.5059 ||  0.500523 ||  0.501659 ||    15.359620 || 
   Epoch 002    --      2.303000 ||   0.1015 ||   0.5022 ||  0.498558 ||  0.501343 ||      2.302056 ||      0.1006 ||   0.4893 ||  0.500972 ||  0.496844 ||    14.782661 || 
   Epoch 003    --      2.302490 ||   0.0994 ||   0.4953 ||  0.495984 ||  0.497730 ||      2.303322 ||      0.1012 ||   0.4942 ||  0.501133 ||  0.496774 ||    15.164342 || 
   Epoch 004    --      2.302141 ||   0.0972 ||   0.4981 ||  0.495626 ||  0.498238 ||      2.301876 ||      0.1003 ||   0.4918 ||  0.501310 ||  0.496618 ||    15.627199 || 
   Epoch 005    --      2.301425 ||   0.1002 ||   0.4963 ||  0.497767 ||  0.499540 ||      2.300789 ||      0.0995 ||   0.4966 ||  0.502184 ||  0.498332 ||    15.725910 || 
   Epoch 006    --      2.300687 ||   0.0988 ||   0.4998 ||  0.497603 ||  0.499745 ||      2.300826 ||      0.1045 ||   0.5020 ||  0.501826 ||  0.502297 ||    15.225953 || 
   Epoch 007    --      2.302042 ||   0.1013 ||   0.4992 ||  0.496584 ||  0.499113 ||      2.299412 ||      0.1011 ||   0.4946 ||  0.502183 ||  0.499322 ||    15.242136 || 
   Epoch 008    --      2.299606 ||   0.1005 ||   0.4990 ||  0.498653 ||  0.501266 ||      2.301103 ||      0.1023 ||   0.5062 ||  0.505429 ||  0.503913 ||    15.443580 || 
   Epoch 009    --      2.299365 ||   0.1031 ||   0.5093 ||  0.504366 ||  0.505999 ||      2.298325 ||      0.1044 ||   0.5053 ||  0.504093 ||  0.505999 ||    15.495275 || 
   Epoch 010    --      2.298879 ||   0.1018 ||   0.4987 ||  0.500495 ||  0.502161 ||      2.298159 ||      0.1031 ||   0.4963 ||  0.503429 ||  0.502132 ||    15.143605 || 
   Epoch 011    --      2.297511 ||   0.1005 ||   0.5009 ||  0.498722 ||  0.502819 ||      2.296070 ||      0.1041 ||   0.5046 ||  0.506334 ||  0.507412 ||    15.682514 || 
   Epoch 012    --      2.296691 ||   0.1024 ||   0.5030 ||  0.502873 ||  0.504908 ||      2.295336 ||      0.1039 ||   0.5027 ||  0.505489 ||  0.504440 ||    15.381119 || 
   Epoch 013    --      2.296452 ||   0.1044 ||   0.5029 ||  0.502948 ||  0.505163 ||      2.296810 ||      0.1010 ||   0.5058 ||  0.505673 ||  0.506360 ||    15.108663 || 
   Epoch 014    --      2.296326 ||   0.1029 ||   0.5008 ||  0.502916 ||  0.504559 ||      2.297452 ||      0.1097 ||   0.5083 ||  0.507166 ||  0.507537 ||    15.296520 || 
   Epoch 015    --      2.294009 ||   0.1059 ||   0.5061 ||  0.505754 ||  0.507100 ||      2.294271 ||      0.1055 ||   0.4972 ||  0.507646 ||  0.503767 ||    15.195085 || 
   Epoch 016    --      2.293774 ||   0.1051 ||   0.5036 ||  0.505538 ||  0.507673 ||      2.292183 ||      0.1032 ||   0.5085 ||  0.508013 ||  0.506350 ||    15.644779 || 
   Epoch 017    --      2.292752 ||   0.1051 ||   0.5062 ||  0.505418 ||  0.508290 ||      2.292104 ||      0.1016 ||   0.5014 ||  0.507178 ||  0.505297 ||    14.915186 || 
   Epoch 018    --      2.293598 ||   0.1078 ||   0.5052 ||  0.504640 ||  0.507790 ||      2.289224 ||      0.1082 ||   0.5006 ||  0.507765 ||  0.505518 ||    15.465264 || 
   Epoch 019    --      2.291451 ||   0.1053 ||   0.5017 ||  0.502373 ||  0.505276 ||      2.292320 ||      0.1039 ||   0.5040 ||  0.508256 ||  0.505417 ||    16.009635 || 
